created_at,full_text,Sentiment,cleaning,case_folding,normalisasi,kata_baku,kata_tidak_baku,kata_tidak_baku_hash,tokenize,stopword_removal,stemming
2022-09-05T08:23:49.000Z,vertifikasi sensor wajah siiih,Negatif,vertifikasi sensor wajah siiih,vertifikasi sensor wajah siiih,vertifikasi sensor wajah sih,['sih'],['siiih'],[263394017776866827],"['vertifikasi', 'sensor', 'wajah', 'sih']",vertifikasi sensor wajah,vertifikasi sensor wajah
2022-09-05T08:17:11.000Z,semua berawal dari dia..makanya begini ...,Negatif,semua berawal dari dia makanya begini,semua berawal dari dia makanya begini,semua berawal dari dia makanya begini,[],[],[],"['semua', 'berawal', 'dari', 'dia', 'makanya', 'begini']",,
2022-09-05T08:13:04.000Z,rencana apa lagi ini😂,Negatif,rencana apa lagi ini,rencana apa lagi ini,rencana apa lagi ini,[],[],[],"['rencana', 'apa', 'lagi', 'ini']",rencana,rencana
2022-09-05T08:10:37.000Z,"data di mainin untuk memenangkan salah satu orang😳
ogah deh",Negatif,data di mainin untuk memenangkan salah satu orang ogah deh,data di mainin untuk memenangkan salah satu orang ogah deh,data di mainin untuk memenangkan salah satu orang ogah deh,[],[],[],"['data', 'di', 'mainin', 'untuk', 'memenangkan', 'salah', 'satu', 'orang', 'ogah', 'deh']",data mainin memenangkan salah orang ogah,data mainin menang salah orang ogah
2022-09-05T07:49:52.000Z,"helehh pak, lawak bener... kalau digital mendingan langsung dilantik saja dari sekarang presidennya pak 😂😂😂",Negatif,helehh pak lawak bener kalau digital mendingan langsung dilantik saja dari sekarang presidennya pak,helehh pak lawak bener kalau digital mendingan langsung dilantik saja dari sekarang presidennya pak,helehh pak lawak benar kalau digital mendingan langsung dilantik saja dari sekarang presidennya pak,['benar'],['bener'],[8046815053335798492],"['helehh', 'pak', 'lawak', 'benar', 'kalau', 'digital', 'mendingan', 'langsung', 'dilantik', 'saja', 'dari', 'sekarang', 'presidennya', 'pak']",helehh lawak digital mendingan langsung dilantik presidennya,helehh lawak digital mending langsung lantik presiden
2022-09-05T07:49:29.000Z,pemilu pakai asas Rahasia adalah celah keamanan suara ghaib.,Positif,pemilu pakai asas Rahasia adalah celah keamanan suara ghaib,pemilu pakai asas rahasia adalah celah keamanan suara ghaib,pemilu pakai asas rahasia adalah celah keamanan suara ghaib,[],[],[],"['pemilu', 'pakai', 'asas', 'rahasia', 'adalah', 'celah', 'keamanan', 'suara', 'ghaib']",pemilu pakai asas rahasia celah keamanan suara ghaib,pemilu pakai asas rahasia celah aman suara ghaib
2022-09-05T07:48:05.000Z,tidak setuju,Negatif,tidak setuju,tidak setuju,tidak setuju,[],[],[],"['tidak', 'setuju']",setuju,tuju
2022-09-05T07:44:22.000Z,president rasa ....... wkwkkww,Negatif,president rasa wkwkkww,president rasa wkwkkww,president rasa wkwkkww,[],[],[],"['president', 'rasa', 'wkwkkww']",president wkwkkww,president wkwkkww
2022-09-05T07:40:14.000Z,waduuhhh makin makin si jok,Negatif,waduuhhh makin makin si jok,waduuhhh makin makin si jok,waduuhhh makin makin sih jok,['sih'],['si'],[4780869782332369313],"['waduuhhh', 'makin', 'makin', 'sih', 'jok']",waduuhhh jok,waduuhhh jok
2022-09-05T07:40:05.000Z,nanti satu org punya seribu akun😂😂,Positif,nanti satu org punya seribu akun,nanti satu org punya seribu akun,nanti satu orang punya seribu akun,['orang'],['org'],[7287016188081360592],"['nanti', 'satu', 'orang', 'punya', 'seribu', 'akun']",orang seribu akun,orang ribu akun
2022-09-05T07:37:05.000Z,yg langsung aja ngeri pak apalagi yg digital... kaga dah,Negatif,yg langsung aja ngeri pak apalagi yg digital kaga dah,yg langsung aja ngeri pak apalagi yg digital kaga dah,yang langsung saja ngeri pak apalagi yang digital kagak sudah,"['yang', 'saja', 'yang', 'kagak', 'sudah']","['yg', 'aja', 'yg', 'kaga', 'dah']","[-4203579751553908046, 4947893755461839197, -4203579751553908046, 2785787855266271512, 8433543909549882360]","['yang', 'langsung', 'saja', 'ngeri', 'pak', 'apalagi', 'yang', 'digital', 'kagak', 'sudah']",langsung ngeri digital kagak,langsung ngeri digital kagak
2022-09-05T07:37:01.000Z,"hahahahah memang digital mempermudah, tapi aga was was karena banyak banget data kependudukan yang bocor😂",Negatif,hahahahah memang digital mempermudah tapi aga was was karena banyak banget data kependudukan yang bocor,hahahahah memang digital mempermudah tapi aga was was karena banyak banget data kependudukan yang bocor,hahahahah memang digital mempermudah tapi aga was was karena banyak banget data kependudukan yang bocor,[],[],[],"['hahahahah', 'memang', 'digital', 'mempermudah', 'tapi', 'aga', 'was', 'was', 'karena', 'banyak', 'banget', 'data', 'kependudukan', 'yang', 'bocor']",hahahahah digital mempermudah aga was was banget data kependudukan bocor,hahahahah digital mudah aga was was banget data duduk bocor
2022-09-05T07:33:49.000Z,HAHAHA MUNGKIN BIAR LEBIH GAMPANG DUMANIPULASI DATA😅😅😅,Negatif,HAHAHA MUNGKIN BIAR LEBIH GAMPANG DUMANIPULASI DATA,hahaha mungkin biar lebih gampang dumanipulasi data,hahaha mungkin biar lebih gampang dumanipulasi data,[],[],[],"['hahaha', 'mungkin', 'biar', 'lebih', 'gampang', 'dumanipulasi', 'data']",hahaha biar gampang dumanipulasi data,hahaha biar gampang dumanipulasi data
2022-09-05T07:30:05.000Z,tinggal ambil data yg kemaren udah dafta pertamin ya 😂😂,Negatif,tinggal ambil data yg kemaren udah dafta pertamin ya,tinggal ambil data yg kemaren udah dafta pertamin ya,tinggal ambil data yang kemarin sudah dafta pertamin ya,"['yang', 'kemarin', 'sudah']","['yg', 'kemaren', 'udah']","[-4203579751553908046, -2425966554700542387, -3393784963511566665]","['tinggal', 'ambil', 'data', 'yang', 'kemarin', 'sudah', 'dafta', 'pertamin', 'ya']",tinggal ambil data kemarin dafta pertamin,tinggal ambil data kemarin dafta pertamin
2022-09-05T07:25:07.000Z,dalah.,Negatif,dalah,dalah,dalah,[],[],[],['dalah'],dalah,dalah
2022-09-05T07:13:46.000Z,waduhh udah kebaca arahnya,Positif,waduhh udah kebaca arahnya,waduhh udah kebaca arahnya,waduh sudah kebaca arahnya,"['waduh', 'sudah']","['waduhh', 'udah']","[-6073681707205451569, -3393784963511566665]","['waduh', 'sudah', 'kebaca', 'arahnya']",kebaca arahnya,baca arah
2022-09-05T06:59:28.000Z,klau begitu pasti puan menang🤣,Negatif,klau begitu pasti puan menang,klau begitu pasti puan menang,kalau begitu pasti puan menang,['kalau'],['klau'],[6636357115338392692],"['kalau', 'begitu', 'pasti', 'puan', 'menang']",menang,menang
2022-09-05T06:56:52.000Z,dududududu,Negatif,dududududu,dududududu,dududududu,[],[],[],['dududududu'],dududududu,dududududu
2022-09-05T06:54:33.000Z,ngga dulu deh yang langsung aja masih suka kecolongan,Negatif,ngga dulu deh yang langsung aja masih suka kecolongan,ngga dulu deh yang langsung aja masih suka kecolongan,tidak dulu deh yang langsung saja masih suka kecolongan,"['tidak', 'saja']","['ngga', 'aja']","[7582538771167136798, 4947893755461839197]","['tidak', 'dulu', 'deh', 'yang', 'langsung', 'saja', 'masih', 'suka', 'kecolongan']",langsung suka kecolongan,langsung suka colong
2022-09-05T06:53:02.000Z,janji gak di blokir,Negatif,janji gak di blokir,janji gak di blokir,janji tidak di blokir,['tidak'],['gak'],[3568075961566883199],"['janji', 'tidak', 'di', 'blokir']",janji blokir,janji blokir
2022-09-05T06:52:18.000Z,gak wis gak,Negatif,gak wis gak,gak wis gak,tidak wis tidak,"['tidak', 'tidak']","['gak', 'gak']","[3568075961566883199, 3568075961566883199]","['tidak', 'wis', 'tidak']",wis,wis
2022-09-05T06:52:19.000Z,Singapore yg maju aja . . masih tetep vote biasa nggk pake digital,Positif,Singapore yg maju aja masih tetep vote biasa nggk pake digital,singapore yg maju aja masih tetep vote biasa nggk pake digital,singapore yang maju saja masih tetap vote biasa tidak pakai digital,"['yang', 'saja', 'tetap', 'tidak', 'pakai']","['yg', 'aja', 'tetep', 'nggk', 'pake']","[-4203579751553908046, 4947893755461839197, -8314151524493396775, -1236674652861440558, -1102286091675966727]","['singapore', 'yang', 'maju', 'saja', 'masih', 'tetap', 'vote', 'biasa', 'tidak', 'pakai', 'digital']",singapore maju vote pakai digital,singapore maju vote pakai digital
2022-09-05T06:33:14.000Z,"negara sekelas Amrik,, mereka masih menggunakan kertas",Positif,negara sekelas Amrik mereka masih menggunakan kertas,negara sekelas amrik mereka masih menggunakan kertas,negara sekelas amrik mereka masih menggunakan kertas,[],[],[],"['negara', 'sekelas', 'amrik', 'mereka', 'masih', 'menggunakan', 'kertas']",negara sekelas amrik kertas,negara kelas amrik kertas
2022-09-05T06:31:52.000Z,Via onglen nanti di edit😂,Negatif,Via onglen nanti di edit,via onglen nanti di edit,via onglen nanti di edit,[],[],[],"['via', 'onglen', 'nanti', 'di', 'edit']",via onglen edit,via onglen edit
2022-09-05T06:29:53.000Z,akan ada bnyak pemilih ghoib😌,Negatif,akan ada bnyak pemilih ghoib,akan ada bnyak pemilih ghoib,akan ada banyak pemilih ghoib,['banyak'],['bnyak'],[-1829858957899360487],"['akan', 'ada', 'banyak', 'pemilih', 'ghoib']",pemilih ghoib,pilih ghoib
2022-09-05T06:28:20.000Z,"calonnya buk ______...
alhasil gak usab dihitung saja sekalian 😏😏😏",Positif,calonnya buk ______ alhasil gak usab dihitung saja sekalian,calonnya buk ______ alhasil gak usab dihitung saja sekalian,calonnya buk ______ alhasil tidak usab dihitung saja sekalian,['tidak'],['gak'],[3568075961566883199],"['calonnya', 'buk', '______', 'alhasil', 'tidak', 'usab', 'dihitung', 'saja', 'sekalian']",calonnya buk ______ alhasil usab dihitung,calon buk  alhasil usab hitung
2022-09-05T06:25:57.000Z,ingat data nik bocor???😁 dah tau kmna alurnya,Negatif,ingat data nik bocor dah tau kmna alurnya,ingat data nik bocor dah tau kmna alurnya,ingat data nik bocor sudah tau kmna alurnya,['sudah'],['dah'],[8433543909549882360],"['ingat', 'data', 'nik', 'bocor', 'sudah', 'tau', 'kmna', 'alurnya']",data nik bocor tau kmna alurnya,data nik bocor tau kmna alur
2022-09-05T06:24:13.000Z,kwkwkwk strategi supaya menang pemilu,Negatif,kwkwkwk strategi supaya menang pemilu,kwkwkwk strategi supaya menang pemilu,kwkwkwk strategi supaya menang pemilu,[],[],[],"['kwkwkwk', 'strategi', 'supaya', 'menang', 'pemilu']",kwkwkwk strategi menang pemilu,kwkwkwk strategi menang pemilu
2022-09-05T06:15:51.000Z,kotak yg ada badaknya aja ngak bsa di percaya.apa lg ini😂😂,Negatif,kotak yg ada badaknya aja ngak bsa di percaya apa lg ini,kotak yg ada badaknya aja ngak bsa di percaya apa lg ini,kotak yang ada badaknya saja tidak bisa di percaya apa lagi ini,"['yang', 'saja', 'tidak', 'bisa', 'lagi']","['yg', 'aja', 'ngak', 'bsa', 'lg']","[-4203579751553908046, 4947893755461839197, -6718107384497920229, 1284575055842552414, 3963008198877422414]","['kotak', 'yang', 'ada', 'badaknya', 'saja', 'tidak', 'bisa', 'di', 'percaya', 'apa', 'lagi', 'ini']",kotak badaknya percaya,kotak badak percaya
2022-09-05T06:15:49.000Z,ayooloo data bocorr gimana ini!!!!,Negatif,ayooloo data bocorr gimana ini,ayooloo data bocorr gimana ini,ayooloo data bocorr bagaimana ini,['bagaimana'],['gimana'],[-6761825085952931372],"['ayooloo', 'data', 'bocorr', 'bagaimana', 'ini']",ayooloo data bocorr,ayooloo data bocorr
2022-09-05T06:14:34.000Z,udah tau siapa yg akan jd presiden sebelum pemilu... y sudahlah nikmati saja,Negatif,udah tau siapa yg akan jd presiden sebelum pemilu y sudahlah nikmati saja,udah tau siapa yg akan jd presiden sebelum pemilu y sudahlah nikmati saja,sudah tau siapa yang akan jadi presiden sebelum pemilu ya sudahlah nikmati saja,"['sudah', 'yang', 'jadi', 'ya']","['udah', 'yg', 'jd', 'y']","[-3393784963511566665, -4203579751553908046, 4847094912122387450, 6176041182156740984]","['sudah', 'tau', 'siapa', 'yang', 'akan', 'jadi', 'presiden', 'sebelum', 'pemilu', 'ya', 'sudahlah', 'nikmati', 'saja']",tau presiden pemilu nikmati,tau presiden pemilu nikmat
2022-09-05T06:10:18.000Z,udh ketebak ujung ny kmana😂😂 udh laa capek kami pak,Negatif,udh ketebak ujung ny kmana udh laa capek kami pak,udh ketebak ujung ny kmana udh laa capek kami pak,sudah ketebak ujung nya kemana sudah lah capek kami pak,"['sudah', 'nya', 'kemana', 'sudah', 'lah']","['udh', 'ny', 'kmana', 'udh', 'laa']","[348838239698359712, -4506352580318680373, -8516831202020935478, 348838239698359712, -8960293953153122913]","['sudah', 'ketebak', 'ujung', 'nya', 'kemana', 'sudah', 'lah', 'capek', 'kami', 'pak']",ketebak ujung kemana capek,tebak ujung mana capek
2022-09-05T06:02:14.000Z,waaaw.. semakin terlihat arahnya ... 🥰,Negatif,waaaw semakin terlihat arahnya,waaaw semakin terlihat arahnya,waaaw semakin terlihat arahnya,[],[],[],"['waaaw', 'semakin', 'terlihat', 'arahnya']",waaaw arahnya,waaaw arah
2022-09-05T06:01:32.000Z,"biar bisa menang tiba""",Positif,biar bisa menang tiba,biar bisa menang tiba,biar bisa menang tiba,[],[],[],"['biar', 'bisa', 'menang', 'tiba']",biar menang,biar menang
2022-09-05T05:56:51.000Z,pemilu via digital ? cabut berkas dan balik nama / mutasi kendaraan aja masih ribet dan offline 😂,Positif,pemilu via digital cabut berkas dan balik nama mutasi kendaraan aja masih ribet dan offline,pemilu via digital cabut berkas dan balik nama mutasi kendaraan aja masih ribet dan offline,pemilu via digital cabut berkas dan balik nama mutasi kendaraan saja masih ribet dan offline,['saja'],['aja'],[4947893755461839197],"['pemilu', 'via', 'digital', 'cabut', 'berkas', 'dan', 'balik', 'nama', 'mutasi', 'kendaraan', 'saja', 'masih', 'ribet', 'dan', 'offline']",pemilu via digital cabut berkas nama mutasi kendaraan ribet offline,pemilu via digital cabut berkas nama mutasi kendara ribet offline
2022-09-05T05:55:06.000Z,mgkin data sudah ad di my pertamina,Negatif,mgkin data sudah ad di my pertamina,mgkin data sudah ad di my pertamina,mungkin data sudah ada di my pertamina,"['mungkin', 'ada']","['mgkin', 'ad']","[-7522767783043342479, 8684418535890677449]","['mungkin', 'data', 'sudah', 'ada', 'di', 'my', 'pertamina']",data my pertamina,data my pertamina
2022-09-05T05:54:26.000Z,tpi ttep butuh anggaran Em em an dan pasti nnti akun gw tiba² udh ada yg bikinin🤣,Positif,tpi ttep butuh anggaran Em em an dan pasti nnti akun gw tiba² udh ada yg bikinin,tpi ttep butuh anggaran em em an dan pasti nnti akun gw tiba² udh ada yg bikinin,tapi tetap butuh anggaran em em an dan pasti nanti akun gue tiba² sudah ada yang membikin,"['tapi', 'tetap', 'nanti', 'gue', 'sudah', 'yang', 'membikin']","['tpi', 'ttep', 'nnti', 'gw', 'udh', 'yg', 'bikinin']","[5309135835581395389, 3995934335773503478, -8624966301395860286, -3647722561726161511, 348838239698359712, -4203579751553908046, -8708581706274423115]","['tapi', 'tetap', 'butuh', 'anggaran', 'em', 'em', 'an', 'dan', 'pasti', 'nanti', 'akun', 'gue', 'tiba²', 'sudah', 'ada', 'yang', 'membikin']",butuh anggaran em em an akun tiba² membikin,butuh anggar em em an akun tiba bikin
2022-09-05T05:47:53.000Z,"alaaahh... bisa di mainin dong apa lagi ahli digitalnya ada disitu juga. di pelosok2 blm ada hp pak, susah sinyal,",Negatif,alaaahh bisa di mainin dong apa lagi ahli digitalnya ada disitu juga di pelosok blm ada hp pak susah sinyal,alaaahh bisa di mainin dong apa lagi ahli digitalnya ada disitu juga di pelosok blm ada hp pak susah sinyal,alaaahh bisa di mainin dong apa lagi ahli digitalnya ada disitu juga di pelosok belum ada hp pak susah sinyal,['belum'],['blm'],[7068770160441217854],"['alaaahh', 'bisa', 'di', 'mainin', 'dong', 'apa', 'lagi', 'ahli', 'digitalnya', 'ada', 'disitu', 'juga', 'di', 'pelosok', 'belum', 'ada', 'hp', 'pak', 'susah', 'sinyal']",alaaahh mainin ahli digitalnya disitu pelosok hp susah sinyal,alaaahh mainin ahli digital situ pelosok hp susah sinyal
2022-09-05T05:44:11.000Z,pas dilihat akun bot semua ajix,Negatif,pas dilihat akun bot semua ajix,pas dilihat akun bot semua ajix,pas dilihat akun bot semua ajix,[],[],[],"['pas', 'dilihat', 'akun', 'bot', 'semua', 'ajix']",pas akun bot ajix,pas akun bot ajix
2022-09-05T05:29:17.000Z,otw hacker laris manis 😂,Negatif,otw hacker laris manis,otw hacker laris manis,otw hacker laris manis,[],[],[],"['otw', 'hacker', 'laris', 'manis']",otw hacker laris manis,otw hacker laris manis
2022-09-05T05:20:16.000Z,sedang yg langsung aj bisa d manipulasi apa lagi online,Negatif,sedang yg langsung aj bisa d manipulasi apa lagi online,sedang yg langsung aj bisa d manipulasi apa lagi online,sedang yang langsung saja bisa di manipulasi apa lagi online,"['yang', 'saja', 'di']","['yg', 'aj', 'd']","[-4203579751553908046, 5040236442138878747, 4221246409017875699]","['sedang', 'yang', 'langsung', 'saja', 'bisa', 'di', 'manipulasi', 'apa', 'lagi', 'online']",langsung manipulasi online,langsung manipulasi online
2022-09-05T05:20:11.000Z,IKN itu berhentikan.,Negatif,IKN itu berhentikan,ikn itu berhentikan,ikn itu berhentikan,[],[],[],"['ikn', 'itu', 'berhentikan']",ikn berhentikan,ikn henti
2022-09-05T05:18:34.000Z,MERAH EMANG CERDAS YA TAKTIK NYA,Negatif,MERAH EMANG CERDAS YA TAKTIK NYA,merah emang cerdas ya taktik nya,merah memang cerdas ya taktik ya,"['memang', 'ya']","['emang', 'nya']","[-585053704181815846, 1299325212670585337]","['merah', 'memang', 'cerdas', 'ya', 'taktik', 'ya']",merah cerdas taktik,merah cerdas taktik
2022-09-05T05:17:50.000Z,hayoo trik apa lagi ini😂😂😂😁,Negatif,hayoo trik apa lagi ini,hayoo trik apa lagi ini,hayoo trik apa lagi ini,[],[],[],"['hayoo', 'trik', 'apa', 'lagi', 'ini']",hayoo trik,hayoo trik
2022-09-05T05:15:39.000Z,nanti 50 + 50 sama dengan 10 ribu😂😂,Positif,nanti sama dengan ribu,nanti sama dengan ribu,nanti sama dengan ribu,[],[],[],"['nanti', 'sama', 'dengan', 'ribu']",ribu,ribu
2022-09-05T05:00:25.000Z,wkwk digital aja bisa dicurangi diubah angka angka nya,Negatif,wkwk digital aja bisa dicurangi diubah angka angka nya,wkwk digital aja bisa dicurangi diubah angka angka nya,wkwk digital saja bisa dicurangi diubah angka angka ya,"['saja', 'ya']","['aja', 'nya']","[4947893755461839197, 1299325212670585337]","['wkwk', 'digital', 'saja', 'bisa', 'dicurangi', 'diubah', 'angka', 'angka', 'ya']",digital dicurangi diubah angka angka,digital curang ubah angka angka
2022-09-05T04:56:46.000Z,hooooo ohhhh TENAN😂😂😂,Negatif,hooooo ohhhh TENAN,hooooo ohhhh tenan,hooooo oh tenan,['oh'],['ohhhh'],[-2440512539849657485],"['hooooo', 'oh', 'tenan']",hooooo tenan,hooooo tenan
2022-09-05T04:46:12.000Z,no no no no..... klo mau irit kurangi Utang.....,Negatif,no no no no klo mau irit kurangi Utang,no no no no klo mau irit kurangi utang,no no no no kalau mau irit kurangi utang,['kalau'],['klo'],[7187231021383550789],"['no', 'no', 'no', 'no', 'kalau', 'mau', 'irit', 'kurangi', 'utang']",no no no no irit kurangi utang,no no no no irit kurang utang
2022-09-05T04:46:11.000Z,yg milyaran data simcard bocor jd masuk akal...?😂😂😂,Negatif,yg milyaran data simcard bocor jd masuk akal,yg milyaran data simcard bocor jd masuk akal,yang milyaran data simcard bocor jadi masuk akal,"['yang', 'jadi']","['yg', 'jd']","[-4203579751553908046, 4847094912122387450]","['yang', 'milyaran', 'data', 'simcard', 'bocor', 'jadi', 'masuk', 'akal']",milyaran data simcard bocor masuk akal,milyaran data simcard bocor masuk akal
